Timestamp	Lambda1	Lambda2	Lambda3	Lambda4	Lambda5	Lambda6
6/2/2023 13:02:06.87040	1518.19390	1528.08088	1538.10047	1547.91808	1557.61771	1567.50326
6/2/2023 13:02:07.37040	1518.19579	1528.08036	1538.10014	1547.91567	1557.61657	1567.50477
6/2/2023 13:02:07.87040	1518.19522	1528.08039	1538.09948	1547.91613	1557.61680	1567.50384
6/2/2023 13:02:08.37040	1518.19458	1528.08004	1538.10042	1547.91713	1557.61778	1567.50300
6/2/2023 13:02:08.87040	1518.19425	1528.07884	1538.10069	1547.91791	1557.61750	1567.50302
6/2/2023 13:02:09.37040	1518.19422	1528.08074	1538.10031	1547.91763	1557.61795	1567.50294
6/2/2023 13:02:09.87040	1518.19648	1528.08012	1538.10011	1547.91644	1557.61648	1567.50353
6/2/2023 13:02:10.37040	1518.19525	1528.07881	1538.09999	1547.91684	1557.61787	1567.50393
6/2/2023 13:02:10.87040	1518.19525	1528.07971	1538.10020	1547.91640	1557.61680	1567.50338
6/2/2023 13:02:11.37040	1518.19655	1528.07798	1538.09878	1547.91570	1557.61754	1567.50506
6/2/2023 13:02:11.87040	1518.19582	1528.07952	1538.10182	1547.91583	1557.61794	1567.50339
6/2/2023 13:02:12.37040	1518.19828	1528.07967	1538.10046	1547.91697	1557.61778	1567.50420
6/2/2023 13:02:12.87040	1518.19706	1528.07881	1538.10068	1547.91582	1557.61734	1567.50392
6/2/2023 13:02:13.37040	1518.19626	1528.07910	1538.09983	1547.91839	1557.61892	1567.50384
6/2/2023 13:02:13.87040	1518.19511	1528.08089	1538.09971	1547.91686	1557.61772	1567.50336
6/2/2023 13:02:14.37040	1518.19380	1528.08063	1538.10009	1547.91629	1557.61775	1567.50388
6/2/2023 13:02:14.87040	1518.19547	1528.08007	1538.10093	1547.91657	1557.61971	1567.50315
6/2/2023 13:02:15.37040	1518.19579	1528.08033	1538.10030	1547.91731	1557.61716	1567.50351
6/2/2023 13:02:15.87040	1518.19537	1528.07903	1538.09872	1547.91595	1557.61690	1567.50310
6/2/2023 13:02:16.37040	1518.19673	1528.07994	1538.10056	1547.91538	1557.61812	1567.50357
6/2/2023 13:02:16.87040	1518.19621	1528.08044	1538.10023	1547.91733	1557.61715	1567.50407
6/2/2023 13:02:17.37040	1518.19597	1528.08150	1538.10053	1547.91661	1557.61643	1567.50408
6/2/2023 13:02:17.87040	1518.19557	1528.08119	1538.10053	1547.91593	1557.61817	1567.50412
6/2/2023 13:02:18.37040	1518.19691	1528.08048	1538.09914	1547.91570	1557.61688	1567.50420
6/2/2023 13:02:18.87040	1518.19570	1528.07982	1538.10012	1547.91674	1557.61736	1567.50371
6/2/2023 13:02:19.37040	1518.19585	1528.07967	1538.10041	1547.91665	1557.61797	1567.50422
6/2/2023 13:02:19.87040	1518.19593	1528.08089	1538.10179	1547.91740	1557.61813	1567.50331
6/2/2023 13:02:20.37040	1518.19725	1528.08053	1538.09948	1547.91479	1557.61752	1567.50285
6/2/2023 13:02:20.87040	1518.19623	1528.08022	1538.10055	1547.91669	1557.61602	1567.50443
6/2/2023 13:02:21.37040	1518.19484	1528.08014	1538.09981	1547.91406	1557.61644	1567.50426
6/2/2023 13:02:21.87040	1518.19552	1528.08012	1538.10036	1547.91744	1557.61836	1567.50333
6/2/2023 13:02:22.37040	1518.19364	1528.08099	1538.10035	1547.91702	1557.61662	1567.50408
6/2/2023 13:02:22.87040	1518.19637	1528.07827	1538.10039	1547.91692	1557.61805	1567.50384
6/2/2023 13:02:23.37040	1518.19715	1528.07873	1538.10064	1547.91749	1557.61918	1567.50314
6/2/2023 13:02:23.87040	1518.19635	1528.07986	1538.10005	1547.91694	1557.61750	1567.50258
6/2/2023 13:02:24.37040	1518.19545	1528.08014	1538.10084	1547.91471	1557.61614	1567.50387
6/2/2023 13:02:24.87040	1518.19633	1528.07851	1538.10045	1547.91610	1557.61830	1567.50348
6/2/2023 13:02:25.37040	1518.19489	1528.08007	1538.10027	1547.91601	1557.61611	1567.50268
6/2/2023 13:02:25.87040	1518.19538	1528.08059	1538.09881	1547.91510	1557.61760	1567.50385
6/2/2023 13:02:26.37040	1518.19561	1528.07882	1538.10022	1547.91520	1557.61717	1567.50304
6/2/2023 13:02:26.87040	1518.19447	1528.07986	1538.10019	1547.91756	1557.61802	1567.50227
6/2/2023 13:02:27.37040	1518.19668	1528.07911	1538.09999	1547.91477	1557.61746	1567.50466
6/2/2023 13:02:27.87040	1518.19700	1528.08015	1538.10013	1547.91681	1557.61784	1567.50336
6/2/2023 13:02:28.37040	1518.19238	1528.08028	1538.09989	1547.91713	1557.61744	1567.50282
6/2/2023 13:02:28.87040	1518.19571	1528.08078	1538.09996	1547.91620	1557.61682	1567.50183
6/2/2023 13:02:29.37040	1518.19617	1528.07986	1538.10075	1547.91548	1557.61837	1567.50336
6/2/2023 13:02:29.87040	1518.19599	1528.07939	1538.10063	1547.91732	1557.61763	1567.50247
6/2/2023 13:02:30.37040	1518.19511	1528.07931	1538.10050	1547.91568	1557.61665	1567.50337
6/2/2023 13:02:30.87040	1518.19400	1528.08006	1538.09960	1547.91519	1557.61709	1567.50331
6/2/2023 13:02:31.37040	1518.19655	1528.08041	1538.10121	1547.91594	1557.61836	1567.50361
6/2/2023 13:02:31.87040	1518.19597	1528.07999	1538.10177	1547.91618	1557.61706	1567.50300
6/2/2023 13:02:32.37040	1518.19450	1528.08094	1538.09916	1547.91649	1557.61657	1567.50406
6/2/2023 13:02:32.87040	1518.19672	1528.07957	1538.09831	1547.91531	1557.61667	1567.50348
6/2/2023 13:02:33.37040	1518.19673	1528.07958	1538.09995	1547.91806	1557.61825	1567.50206
6/2/2023 13:02:33.87040	1518.19538	1528.08167	1538.09961	1547.91675	1557.61652	1567.50322
6/2/2023 13:02:34.37040	1518.19739	1528.07940	1538.09933	1547.91611	1557.61738	1567.50467
6/2/2023 13:02:34.87040	1518.19644	1528.07956	1538.09948	1547.91580	1557.61889	1567.50318
6/2/2023 13:02:35.37040	1518.19439	1528.08044	1538.09962	1547.91565	1557.61643	1567.50475
6/2/2023 13:02:35.87040	1518.19323	1528.08067	1538.10014	1547.91517	1557.61868	1567.50335
6/2/2023 13:02:36.37040	1518.19582	1528.08040	1538.10039	1547.91660	1557.61659	1567.50224
6/2/2023 13:02:36.87040	1518.19434	1528.07953	1538.09866	1547.91596	1557.61603	1567.50391
6/2/2023 13:02:37.37040	1518.19350	1528.07974	1538.09964	1547.91573	1557.61670	1567.50363
6/2/2023 13:02:37.87040	1518.19501	1528.07995	1538.10017	1547.91573	1557.61665	1567.50375
6/2/2023 13:02:38.37040	1518.19708	1528.07922	1538.09917	1547.91638	1557.61688	1567.50270
6/2/2023 13:02:38.87040	1518.19513	1528.08048	1538.09902	1547.91388	1557.61619	1567.50441
6/2/2023 13:02:39.37040	1518.19738	1528.07920	1538.10097	1547.91681	1557.61743	1567.50219
6/2/2023 13:02:39.87040	1518.19558	1528.08000	1538.09992	1547.91721	1557.61740	1567.50322
6/2/2023 13:02:40.37040	1518.19559	1528.08095	1538.09992	1547.91566	1557.61736	1567.50340
6/2/2023 13:02:40.87040	1518.19728	1528.07971	1538.09905	1547.91625	1557.61785	1567.50416
6/2/2023 13:02:41.37040	1518.19574	1528.07953	1538.10017	1547.91762	1557.61607	1567.50337
6/2/2023 13:02:41.87040	1518.19465	1528.08064	1538.09998	1547.91561	1557.61630	1567.50322
6/2/2023 13:02:42.37040	1518.19388	1528.07790	1538.09819	1547.91556	1557.61628	1567.50331
6/2/2023 13:02:42.87040	1518.19707	1528.08090	1538.10051	1547.91696	1557.61733	1567.50212
6/2/2023 13:02:43.37040	1518.19629	1528.08025	1538.09957	1547.91597	1557.61702	1567.50339
6/2/2023 13:02:43.87040	1518.19719	1528.07883	1538.09867	1547.91533	1557.61693	1567.50415
6/2/2023 13:02:44.37040	1518.19539	1528.08021	1538.09966	1547.91651	1557.61570	1567.50343
6/2/2023 13:02:44.87040	1518.19455	1528.07939	1538.10030	1547.91589	1557.61614	1567.50463
6/2/2023 13:02:45.37040	1518.19593	1528.07875	1538.09974	1547.91670	1557.61760	1567.50266
6/2/2023 13:02:45.87040	1518.19438	1528.07975	1538.09955	1547.91726	1557.61774	1567.50324
6/2/2023 13:02:46.37040	1518.19626	1528.07962	1538.09883	1547.91579	1557.61668	1567.50353
6/2/2023 13:02:46.87040	1518.19570	1528.07968	1538.10169	1547.91622	1557.61735	1567.50270
6/2/2023 13:02:47.37040	1518.19580	1528.07853	1538.10094	1547.91441	1557.61664	1567.50456
6/2/2023 13:02:47.87040	1518.19610	1528.08043	1538.10029	1547.91533	1557.61660	1567.50398
6/2/2023 13:02:48.37040	1518.19657	1528.07974	1538.10017	1547.91499	1557.61726	1567.50387
6/2/2023 13:02:48.87040	1518.19611	1528.08034	1538.09882	1547.91546	1557.61535	1567.50380
6/2/2023 13:02:49.37040	1518.19499	1528.07870	1538.10010	1547.91675	1557.61708	1567.50358
6/2/2023 13:02:49.87040	1518.19563	1528.07920	1538.09977	1547.91621	1557.61870	1567.50287
6/2/2023 13:02:50.37040	1518.19425	1528.07932	1538.09973	1547.91622	1557.61667	1567.50242
6/2/2023 13:02:50.87040	1518.19408	1528.08160	1538.09964	1547.91621	1557.61655	1567.50244
6/2/2023 13:02:51.37040	1518.19467	1528.07935	1538.09945	1547.91569	1557.61674	1567.50321
6/2/2023 13:02:51.87040	1518.19650	1528.08011	1538.10033	1547.91572	1557.61558	1567.50407
6/2/2023 13:02:52.37040	1518.19539	1528.07934	1538.10001	1547.91666	1557.61724	1567.50333
6/2/2023 13:02:52.87040	1518.19609	1528.07999	1538.09990	1547.91689	1557.61777	1567.50295
6/2/2023 13:02:53.37040	1518.19449	1528.08046	1538.09984	1547.91688	1557.61538	1567.50321
6/2/2023 13:02:53.87040	1518.19751	1528.07931	1538.10029	1547.91537	1557.61822	1567.50234
6/2/2023 13:02:54.37040	1518.19513	1528.07932	1538.09943	1547.91532	1557.61618	1567.50387
6/2/2023 13:02:54.87040	1518.19476	1528.08057	1538.09843	1547.91525	1557.61607	1567.50297
6/2/2023 13:02:55.37040	1518.19549	1528.08001	1538.09913	1547.91617	1557.61656	1567.50450
6/2/2023 13:02:55.87040	1518.19751	1528.07938	1538.10067	1547.91689	1557.61746	1567.50242
6/2/2023 13:02:56.37040	1518.19637	1528.07805	1538.09955	1547.91606	1557.61613	1567.50445
6/2/2023 13:02:56.87040	1518.19525	1528.08028	1538.09981	1547.91667	1557.61766	1567.50255
6/2/2023 13:02:57.37040	1518.19628	1528.07969	1538.09896	1547.91532	1557.61756	1567.50294
6/2/2023 13:02:57.87040	1518.19684	1528.07952	1538.10031	1547.91644	1557.61683	1567.50388
6/2/2023 13:02:58.37040	1518.19576	1528.07931	1538.10077	1547.91681	1557.61865	1567.50207
6/2/2023 13:02:58.87040	1518.19603	1528.08007	1538.09951	1547.91525	1557.61686	1567.50471
6/2/2023 13:02:59.37040	1518.19464	1528.08126	1538.10074	1547.91817	1557.61717	1567.50359
6/2/2023 13:02:59.87040	1518.19479	1528.08030	1538.09909	1547.91520	1557.61595	1567.50368
6/2/2023 13:03:00.37040	1518.19509	1528.08027	1538.10021	1547.91645	1557.61932	1567.50265
6/2/2023 13:03:00.87040	1518.19637	1528.08057	1538.10031	1547.91642	1557.61665	1567.50337
6/2/2023 13:03:01.37040	1518.19496	1528.07946	1538.10022	1547.91656	1557.61791	1567.50373
6/2/2023 13:03:01.87040	1518.19565	1528.07939	1538.10081	1547.91712	1557.61788	1567.50331
6/2/2023 13:03:02.37040	1518.19587	1528.07926	1538.09941	1547.91656	1557.61508	1567.50383
6/2/2023 13:03:02.87040	1518.19392	1528.08104	1538.10009	1547.91716	1557.61769	1567.50289
6/2/2023 13:03:03.37040	1518.19560	1528.07863	1538.09878	1547.91523	1557.61628	1567.50452
6/2/2023 13:03:03.87040	1518.19547	1528.07872	1538.09993	1547.91690	1557.61688	1567.50482
6/2/2023 13:03:04.37040	1518.19354	1528.07961	1538.09976	1547.91511	1557.61727	1567.50323
6/2/2023 13:03:04.87040	1518.19587	1528.07876	1538.10102	1547.91583	1557.61745	1567.50462
6/2/2023 13:03:05.37040	1518.19567	1528.07831	1538.09966	1547.91623	1557.61829	1567.50349
6/2/2023 13:03:05.87040	1518.19634	1528.08120	1538.09994	1547.91704	1557.61710	1567.50316
6/2/2023 13:03:06.37040	1518.19546	1528.07978	1538.09971	1547.91489	1557.61566	1567.50439
6/2/2023 13:03:06.87040	1518.19568	1528.08036	1538.09924	1547.91699	1557.61626	1567.50486
6/2/2023 13:03:07.37040	1518.19562	1528.07955	1538.10039	1547.91526	1557.61743	1567.50392
6/2/2023 13:03:07.87040	1518.19514	1528.07883	1538.10205	1547.91658	1557.61779	1567.50256
6/2/2023 13:03:08.37040	1518.19522	1528.07973	1538.10200	1547.91701	1557.61769	1567.50243
6/2/2023 13:03:08.87040	1518.19532	1528.08036	1538.10060	1547.91558	1557.61641	1567.50371
6/2/2023 13:03:09.37040	1518.19596	1528.07991	1538.09978	1547.91681	1557.61762	1567.50288
6/2/2023 13:03:09.87040	1518.19609	1528.07963	1538.10015	1547.91617	1557.61772	1567.50298
6/2/2023 13:03:10.37040	1518.19612	1528.08003	1538.09932	1547.91489	1557.61646	1567.50381
6/2/2023 13:03:10.87040	1518.19640	1528.07951	1538.10020	1547.91568	1557.61872	1567.50315
6/2/2023 13:03:11.37040	1518.19612	1528.07843	1538.10090	1547.91577	1557.61896	1567.50388
6/2/2023 13:03:11.87040	1518.19558	1528.08099	1538.10039	1547.91775	1557.61636	1567.50314
6/2/2023 13:03:12.37040	1518.19432	1528.07975	1538.09972	1547.91522	1557.61664	1567.50409
6/2/2023 13:03:12.87040	1518.19555	1528.07949	1538.09988	1547.91601	1557.61836	1567.50331
6/2/2023 13:03:13.37040	1518.19528	1528.07968	1538.10096	1547.91581	1557.61834	1567.50265
6/2/2023 13:03:13.87040	1518.19529	1528.07914	1538.09943	1547.91522	1557.61740	1567.50483
6/2/2023 13:03:14.37040	1518.19545	1528.07882	1538.10092	1547.91644	1557.61833	1567.50416
6/2/2023 13:03:14.87040	1518.19576	1528.08032	1538.09992	1547.91693	1557.61843	1567.50379
6/2/2023 13:03:15.37040	1518.19498	1528.07963	1538.10068	1547.91581	1557.61652	1567.50424
6/2/2023 13:03:15.87040	1518.19758	1528.07947	1538.10076	1547.91629	1557.61718	1567.50398
6/2/2023 13:03:16.37040	1518.19513	1528.08222	1538.09988	1547.91651	1557.61761	1567.50319
6/2/2023 13:03:16.87040	1518.19564	1528.08000	1538.09956	1547.91531	1557.61670	1567.50427
6/2/2023 13:03:17.37040	1518.19474	1528.08028	1538.10037	1547.91734	1557.61764	1567.50250
6/2/2023 13:03:17.87040	1518.19401	1528.07960	1538.10067	1547.91790	1557.61727	1567.50372
6/2/2023 13:03:18.37040	1518.19697	1528.07886	1538.09953	1547.91674	1557.61614	1567.50324
6/2/2023 13:03:18.87040	1518.19522	1528.07961	1538.10029	1547.91589	1557.61767	1567.50398
6/2/2023 13:03:19.37040	1518.19489	1528.07976	1538.10059	1547.91742	1557.61750	1567.50383
6/2/2023 13:03:19.87040	1518.19322	1528.07983	1538.10055	1547.91795	1557.61800	1567.50340
6/2/2023 13:03:20.37040	1518.19440	1528.07931	1538.10071	1547.91772	1557.61710	1567.50386
6/2/2023 13:03:20.87040	1518.19568	1528.07993	1538.09943	1547.91607	1557.61599	1567.50448
6/2/2023 13:03:21.37040	1518.19473	1528.07809	1538.10031	1547.91598	1557.61803	1567.50407
6/2/2023 13:03:21.87040	1518.19516	1528.08021	1538.10169	1547.91580	1557.61838	1567.50278
6/2/2023 13:03:22.37040	1518.19557	1528.08115	1538.10000	1547.91589	1557.61633	1567.50335
6/2/2023 13:03:22.87040	1518.19594	1528.07934	1538.10076	1547.91725	1557.61830	1567.50322
6/2/2023 13:03:23.37040	1518.19552	1528.08127	1538.10004	1547.91556	1557.61624	1567.50359
6/2/2023 13:03:23.87040	1518.19608	1528.07958	1538.10125	1547.91556	1557.61760	1567.50445
6/2/2023 13:03:24.37040	1518.19417	1528.08024	1538.09938	1547.91505	1557.61741	1567.50386
6/2/2023 13:03:24.87040	1518.19535	1528.07946	1538.09959	1547.91614	1557.61679	1567.50403
6/2/2023 13:03:25.37040	1518.19591	1528.08087	1538.09974	1547.91679	1557.61706	1567.50497
6/2/2023 13:03:25.87040	1518.19511	1528.08028	1538.10093	1547.91769	1557.61847	1567.50291
6/2/2023 13:03:26.37040	1518.19545	1528.07916	1538.09967	1547.91611	1557.61666	1567.50396
6/2/2023 13:03:26.87040	1518.19561	1528.07932	1538.09985	1547.91413	1557.61683	1567.50356
6/2/2023 13:03:27.37040	1518.19398	1528.08021	1538.10038	1547.91691	1557.61709	1567.50260
6/2/2023 13:03:27.87040	1518.19464	1528.07884	1538.10107	1547.91450	1557.61719	1567.50345
6/2/2023 13:03:28.37040	1518.19333	1528.08037	1538.09940	1547.91553	1557.61763	1567.50432
6/2/2023 13:03:28.87040	1518.19456	1528.07969	1538.10131	1547.91747	1557.61746	1567.50298
6/2/2023 13:03:29.37040	1518.19529	1528.07972	1538.09947	1547.91598	1557.61753	1567.50336
6/2/2023 13:03:29.87040	1518.19483	1528.07856	1538.09974	1547.91634	1557.61702	1567.50356
6/2/2023 13:03:30.37040	1518.19602	1528.07924	1538.10027	1547.91561	1557.61770	1567.50405
6/2/2023 13:03:30.87040	1518.19519	1528.08058	1538.10067	1547.91661	1557.61873	1567.50255
6/2/2023 13:03:31.37040	1518.19539	1528.07866	1538.09925	1547.91665	1557.61721	1567.50320
6/2/2023 13:03:31.87040	1518.19567	1528.07937	1538.09970	1547.91644	1557.61836	1567.50365
6/2/2023 13:03:32.37040	1518.19620	1528.07983	1538.09948	1547.91587	1557.61738	1567.50278
6/2/2023 13:03:32.87040	1518.19720	1528.08061	1538.09983	1547.91573	1557.61758	1567.50365
6/2/2023 13:03:33.37040	1518.19541	1528.07900	1538.09975	1547.91633	1557.61674	1567.50394
6/2/2023 13:03:33.87040	1518.19398	1528.07995	1538.10140	1547.91758	1557.61719	1567.50267
6/2/2023 13:03:34.37040	1518.19684	1528.08019	1538.10084	1547.91507	1557.61471	1567.50380
6/2/2023 13:03:34.87040	1518.19549	1528.07957	1538.10021	1547.91777	1557.61810	1567.50369
6/2/2023 13:03:35.37040	1518.19498	1528.08019	1538.10057	1547.91594	1557.61761	1567.50341
6/2/2023 13:03:35.87040	1518.19437	1528.08103	1538.09907	1547.91704	1557.61659	1567.50338
6/2/2023 13:03:36.37040	1518.19574	1528.08020	1538.09962	1547.91569	1557.61716	1567.50338
6/2/2023 13:03:36.87040	1518.19572	1528.07978	1538.09936	1547.91637	1557.61810	1567.50329
6/2/2023 13:03:37.37040	1518.19642	1528.08072	1538.09926	1547.91722	1557.61793	1567.50335
6/2/2023 13:03:37.87040	1518.19483	1528.08171	1538.10001	1547.91684	1557.61756	1567.50318
6/2/2023 13:03:38.37040	1518.19342	1528.07990	1538.10105	1547.91772	1557.61772	1567.50351
6/2/2023 13:03:38.87040	1518.19556	1528.08027	1538.10050	1547.91695	1557.61726	1567.50268
