Timestamp	Lambda1	Lambda2	Lambda3	Lambda4	Lambda5	Lambda6
6/2/2023 12:26:12.80507	1518.55658	1528.39374	1538.39971	1548.20956	1557.90629	1567.78838
6/2/2023 12:26:13.30507	1518.55695	1528.39434	1538.39865	1548.21014	1557.90589	1567.78868
6/2/2023 12:26:13.80507	1518.55463	1528.39439	1538.40015	1548.20809	1557.90499	1567.78869
6/2/2023 12:26:14.30507	1518.55430	1528.39563	1538.39913	1548.20933	1557.90440	1567.78845
6/2/2023 12:26:14.80507	1518.55573	1528.39419	1538.40101	1548.20940	1557.90512	1567.78865
6/2/2023 12:26:15.30507	1518.55382	1528.39485	1538.39758	1548.20952	1557.90532	1567.78905
6/2/2023 12:26:15.80507	1518.55336	1528.39403	1538.39847	1548.20879	1557.90523	1567.78815
6/2/2023 12:26:16.30507	1518.55441	1528.39520	1538.39929	1548.20833	1557.90605	1567.78793
6/2/2023 12:26:16.80507	1518.55389	1528.39469	1538.39863	1548.20963	1557.90521	1567.78861
6/2/2023 12:26:17.30507	1518.55500	1528.39566	1538.39929	1548.20767	1557.90600	1567.78789
6/2/2023 12:26:17.80507	1518.55404	1528.39489	1538.39940	1548.20973	1557.90574	1567.78838
6/2/2023 12:26:18.30507	1518.55443	1528.39446	1538.39877	1548.21073	1557.90553	1567.78904
6/2/2023 12:26:18.80507	1518.55283	1528.39510	1538.39940	1548.20873	1557.90533	1567.78818
6/2/2023 12:26:19.30507	1518.55558	1528.39466	1538.39936	1548.20934	1557.90510	1567.78988
6/2/2023 12:26:19.80507	1518.55414	1528.39490	1538.39754	1548.20893	1557.90424	1567.78908
6/2/2023 12:26:20.30507	1518.55431	1528.39542	1538.39963	1548.20825	1557.90564	1567.78579
6/2/2023 12:26:20.80507	1518.55426	1528.39494	1538.39809	1548.20820	1557.90401	1567.78760
6/2/2023 12:26:21.30507	1518.55387	1528.39433	1538.39863	1548.20912	1557.90551	1567.78766
6/2/2023 12:26:21.80507	1518.55476	1528.39428	1538.39695	1548.20874	1557.90581	1567.78870
6/2/2023 12:26:22.30507	1518.55380	1528.39403	1538.39808	1548.20932	1557.90540	1567.78872
6/2/2023 12:26:22.80507	1518.55263	1528.39426	1538.39970	1548.20795	1557.90469	1567.78631
6/2/2023 12:26:23.30507	1518.55394	1528.39711	1538.39923	1548.20773	1557.90548	1567.78687
6/2/2023 12:26:23.80507	1518.55474	1528.39489	1538.39937	1548.20801	1557.90539	1567.78739
6/2/2023 12:26:24.30507	1518.55351	1528.39549	1538.39938	1548.20890	1557.90552	1567.78790
6/2/2023 12:26:24.80507	1518.55430	1528.39383	1538.39993	1548.20879	1557.90381	1567.78896
6/2/2023 12:26:25.30507	1518.55182	1528.39385	1538.39910	1548.20959	1557.90341	1567.78885
6/2/2023 12:26:25.80507	1518.55347	1528.39422	1538.39866	1548.20892	1557.90463	1567.78624
6/2/2023 12:26:26.30507	1518.55500	1528.39572	1538.39907	1548.20778	1557.90606	1567.78628
6/2/2023 12:26:26.80507	1518.55290	1528.39466	1538.39741	1548.20831	1557.90644	1567.78621
6/2/2023 12:26:27.30507	1518.55386	1528.39461	1538.39798	1548.20881	1557.90474	1567.78808
6/2/2023 12:26:27.80507	1518.55499	1528.39426	1538.39783	1548.20900	1557.90479	1567.78673
6/2/2023 12:26:28.30507	1518.55420	1528.39432	1538.39900	1548.20850	1557.90340	1567.78964
6/2/2023 12:26:28.80507	1518.55415	1528.39349	1538.39737	1548.20701	1557.90443	1567.78791
6/2/2023 12:26:29.30507	1518.55542	1528.39369	1538.40020	1548.20832	1557.90458	1567.78813
6/2/2023 12:26:29.80507	1518.55292	1528.39286	1538.39885	1548.20708	1557.90483	1567.78728
6/2/2023 12:26:30.30507	1518.55283	1528.39516	1538.39824	1548.20853	1557.90538	1567.78791
6/2/2023 12:26:30.80507	1518.55282	1528.39407	1538.39792	1548.20720	1557.90451	1567.78672
6/2/2023 12:26:31.30507	1518.55251	1528.39476	1538.39791	1548.20882	1557.90491	1567.78747
6/2/2023 12:26:31.80507	1518.55244	1528.39391	1538.39927	1548.20775	1557.90399	1567.78824
6/2/2023 12:26:32.30507	1518.55345	1528.39494	1538.39781	1548.20965	1557.90412	1567.78687
6/2/2023 12:26:32.80507	1518.55401	1528.39343	1538.39943	1548.20713	1557.90478	1567.78582
6/2/2023 12:26:33.30507	1518.55179	1528.39380	1538.39788	1548.20814	1557.90441	1567.78658
6/2/2023 12:26:33.80507	1518.55384	1528.39315	1538.39603	1548.20762	1557.90497	1567.78700
6/2/2023 12:26:34.30507	1518.55359	1528.39346	1538.39869	1548.20838	1557.90359	1567.78864
6/2/2023 12:26:34.80507	1518.55336	1528.39457	1538.39806	1548.20768	1557.90464	1567.78866
6/2/2023 12:26:35.30507	1518.55189	1528.39242	1538.39787	1548.20757	1557.90443	1567.78874
6/2/2023 12:26:35.80507	1518.55210	1528.39263	1538.39783	1548.20631	1557.90536	1567.78672
6/2/2023 12:26:36.30507	1518.55211	1528.39474	1538.39712	1548.21003	1557.90478	1567.78602
6/2/2023 12:26:36.80507	1518.55258	1528.39392	1538.39876	1548.20654	1557.90373	1567.78678
6/2/2023 12:26:37.30507	1518.55394	1528.39395	1538.39691	1548.20830	1557.90468	1567.78750
6/2/2023 12:26:37.80507	1518.55184	1528.39394	1538.39954	1548.20951	1557.90448	1567.78784
6/2/2023 12:26:38.30507	1518.55243	1528.39315	1538.39838	1548.20828	1557.90555	1567.78658
6/2/2023 12:26:38.80507	1518.55471	1528.39455	1538.39841	1548.20929	1557.90521	1567.78671
6/2/2023 12:26:39.30507	1518.55209	1528.39354	1538.39756	1548.20769	1557.90519	1567.78687
6/2/2023 12:26:39.80507	1518.55211	1528.39484	1538.39643	1548.20780	1557.90435	1567.78583
6/2/2023 12:26:40.30507	1518.55362	1528.39353	1538.39841	1548.20888	1557.90425	1567.78735
6/2/2023 12:26:40.80507	1518.55225	1528.39312	1538.39679	1548.20704	1557.90411	1567.78608
6/2/2023 12:26:41.30507	1518.55337	1528.39302	1538.39863	1548.20742	1557.90420	1567.78618
6/2/2023 12:26:41.80507	1518.55277	1528.39278	1538.39723	1548.20817	1557.90501	1567.78686
6/2/2023 12:26:42.30507	1518.55261	1528.39378	1538.39809	1548.20912	1557.90311	1567.78904
6/2/2023 12:26:42.80507	1518.55177	1528.39221	1538.39778	1548.20761	1557.90288	1567.78842
6/2/2023 12:26:43.30507	1518.55201	1528.39237	1538.39870	1548.20636	1557.90382	1567.78805
6/2/2023 12:26:43.80507	1518.55121	1528.39413	1538.39795	1548.20780	1557.90379	1567.78652
6/2/2023 12:26:44.30507	1518.55254	1528.39439	1538.39729	1548.20825	1557.90357	1567.78694
6/2/2023 12:26:44.80507	1518.55259	1528.39401	1538.39805	1548.20747	1557.90460	1567.78711
6/2/2023 12:26:45.30507	1518.55203	1528.39363	1538.39725	1548.20853	1557.90383	1567.78747
6/2/2023 12:26:45.80507	1518.55334	1528.39243	1538.39798	1548.20779	1557.90355	1567.78676
6/2/2023 12:26:46.30507	1518.55175	1528.39312	1538.39736	1548.20708	1557.90226	1567.78806
6/2/2023 12:26:46.80507	1518.55346	1528.39373	1538.39841	1548.20805	1557.90369	1567.78742
6/2/2023 12:26:47.30507	1518.55216	1528.39368	1538.39750	1548.20675	1557.90400	1567.78840
6/2/2023 12:26:47.80507	1518.55137	1528.39447	1538.39568	1548.20656	1557.90367	1567.78767
6/2/2023 12:26:48.30507	1518.55282	1528.39342	1538.39698	1548.20635	1557.90453	1567.78614
6/2/2023 12:26:48.80507	1518.55228	1528.39349	1538.39726	1548.20665	1557.90309	1567.78515
6/2/2023 12:26:49.30507	1518.55318	1528.39263	1538.39707	1548.20868	1557.90362	1567.78675
6/2/2023 12:26:49.80507	1518.55260	1528.39235	1538.39779	1548.20855	1557.90394	1567.78766
6/2/2023 12:26:50.30507	1518.55198	1528.39260	1538.39921	1548.20830	1557.90385	1567.78730
6/2/2023 12:26:50.80507	1518.55272	1528.39320	1538.39742	1548.20477	1557.90382	1567.78682
6/2/2023 12:26:51.30507	1518.55142	1528.39421	1538.39746	1548.20818	1557.90411	1567.78592
6/2/2023 12:26:51.80507	1518.55268	1528.39471	1538.39755	1548.20770	1557.90439	1567.78595
6/2/2023 12:26:52.30507	1518.55339	1528.39302	1538.39756	1548.20818	1557.90426	1567.78757
6/2/2023 12:26:52.80507	1518.55109	1528.39343	1538.39793	1548.20729	1557.90360	1567.78753
6/2/2023 12:26:53.30507	1518.55320	1528.39326	1538.39881	1548.20746	1557.90469	1567.78501
6/2/2023 12:26:53.80507	1518.55153	1528.39280	1538.39736	1548.20807	1557.90456	1567.78641
6/2/2023 12:26:54.30507	1518.55303	1528.39004	1538.39782	1548.20765	1557.90289	1567.78612
6/2/2023 12:26:54.80507	1518.55291	1528.39241	1538.39720	1548.20672	1557.90359	1567.78686
6/2/2023 12:26:55.30507	1518.55158	1528.39236	1538.39772	1548.20592	1557.90316	1567.78712
6/2/2023 12:26:55.80507	1518.55225	1528.39233	1538.39893	1548.20688	1557.90273	1567.78773
6/2/2023 12:26:56.30507	1518.55203	1528.39279	1538.39876	1548.20781	1557.90392	1567.78725
6/2/2023 12:26:56.80507	1518.55233	1528.39279	1538.39750	1548.20717	1557.90409	1567.78651
6/2/2023 12:26:57.30507	1518.55103	1528.39279	1538.39573	1548.20777	1557.90296	1567.78690
6/2/2023 12:26:57.80507	1518.55403	1528.39400	1538.39710	1548.20719	1557.90305	1567.78708
6/2/2023 12:26:58.30507	1518.55058	1528.39057	1538.39615	1548.20734	1557.90319	1567.78527
6/2/2023 12:26:58.80507	1518.53508	1528.40113	1538.39308	1548.23574	1557.96680	1567.84786
6/2/2023 12:26:59.30507	1518.53039	1528.37228	1538.38889	1548.19742	1557.90223	1567.78045
6/2/2023 12:26:59.80507	1518.54872	1528.37736	1538.37279	1548.17736	1557.89103	1567.76448
6/2/2023 12:27:00.30507	1518.47967	1528.35473	1538.33674	1548.15431	1557.84427	1567.74475
6/2/2023 12:27:00.80507	1518.66534	1528.51800	1538.51225	1548.14755	1557.84679	1567.73158
6/2/2023 12:27:01.30507	1518.83050	1528.47405	1538.35416	1548.16771	1557.85329	1567.74523
6/2/2023 12:27:01.80507	1518.82737	1528.43806	1538.76281	1548.52481	1558.23829	1568.00621
6/2/2023 12:27:02.30507	1518.47764	1528.32294	1538.33931	1548.18459	1557.85768	1567.75737
6/2/2023 12:27:02.80507	1518.56429	1528.37125	1538.39899	1548.20356	1557.89795	1567.80381
6/2/2023 12:27:03.30507	1518.49995	1528.32806	1538.35486	1548.17403	1557.86964	1567.73506
6/2/2023 12:27:03.80507	1518.48488	1528.35466	1538.31941	1548.15858	1557.85236	1567.73669
6/2/2023 12:27:04.30507	1518.47709	1528.38246	1538.39131	1548.18021	1557.93918	1567.83173
6/2/2023 12:27:04.80507	1518.52998	1528.37860	1538.40250	1548.21080	1557.89219	1567.77413
6/2/2023 12:27:05.30507	1518.47468	1528.39909	1538.40812	1548.32659	1558.09989	1568.12427
6/2/2023 12:27:05.80507	1518.55849	1528.38327	1538.42291	1548.22368	1557.90835	1567.83511
6/2/2023 12:27:06.30507	1518.53501	1528.38823	1538.43559	1548.19612	1558.03960	1567.87274
6/2/2023 12:27:06.80507	1518.50913	1528.36676	1538.34501	1548.16505	1557.88505	1567.82045
6/2/2023 12:27:07.30507	1518.50898	1528.41301	1538.45086	1548.22100	1557.99294	1567.70222
6/2/2023 12:27:07.80507	1518.56871	1528.40815	1538.46729	1548.47066	1557.97019	1567.94571
6/2/2023 12:27:08.30507	1518.55245	1528.33704	1538.28022	1548.23591	1557.93600	1567.80756
6/2/2023 12:27:08.80507	1518.43791	1528.34079	1538.32468	1548.14485	1557.91960	1567.76308
6/2/2023 12:27:09.30507	1518.43089	1528.25270	1538.26586	1548.17860	1557.85589	1567.84204
6/2/2023 12:27:09.80507	1518.97316	1528.84172	1538.79842	1548.53434	1558.28387	1568.21928
6/2/2023 12:27:10.30507	1518.88834	1528.65022	1538.52974	1548.21991	1557.92267	1567.99102
6/2/2023 12:27:10.80507	1518.57375	1528.44092	1538.35593	1548.20653	1557.91307	1567.79150
6/2/2023 12:27:11.30507	1518.53312	1528.39921	1538.40256	1548.21282	1557.94271	1567.92828
6/2/2023 12:27:11.80507	1518.78614	1528.60875	1538.62786	1548.44545	1558.14539	1568.04269
6/2/2023 12:27:12.30507	1518.72246	1528.57500	1538.58018	1548.38704	1558.08526	1567.97011
6/2/2023 12:27:12.80507	1518.73441	1528.58343	1538.58629	1548.39610	1558.09538	1567.97503
6/2/2023 12:27:13.30507	1518.74634	1528.58870	1538.59140	1548.40183	1558.09817	1567.98136
6/2/2023 12:27:13.80507	1518.73070	1528.57464	1538.58454	1548.39549	1558.09182	1567.97428
6/2/2023 12:27:14.30507	1518.73535	1528.57946	1538.58641	1548.39712	1558.09247	1567.97356
6/2/2023 12:27:14.80507	1518.74425	1528.58673	1538.59392	1548.40203	1558.09718	1567.97943
6/2/2023 12:27:15.30507	1518.73548	1528.58311	1538.59076	1548.40163	1558.09742	1567.98011
6/2/2023 12:27:15.80507	1518.72975	1528.57978	1538.58648	1548.39680	1558.09325	1567.97588
6/2/2023 12:27:16.30507	1518.74017	1528.58515	1538.59147	1548.40007	1558.09734	1567.97701
6/2/2023 12:27:16.80507	1518.74113	1528.58484	1538.59107	1548.39965	1558.09659	1567.97840
6/2/2023 12:27:17.30507	1518.73813	1528.58150	1538.58605	1548.39760	1558.09284	1567.97528
6/2/2023 12:27:17.80507	1518.74096	1528.58505	1538.58799	1548.39801	1558.09255	1567.97599
6/2/2023 12:27:18.30507	1518.74314	1528.58788	1538.59243	1548.40142	1558.09855	1567.97971
6/2/2023 12:27:18.80507	1518.73499	1528.58218	1538.58821	1548.40033	1558.09734	1567.98059
6/2/2023 12:27:19.30507	1518.73320	1528.58206	1538.59024	1548.39807	1558.09348	1567.97390
